week_start,dc_id,region,sku,forecast_demand_cases,actual_demand_cases,opening_inventory_cases,production_cases,inbound_cases,closing_inventory_cases,lost_sales_cases,service_level_pct,avg_lead_time_days,capacity_utilization_pct,expedite_flag
2024-05-27,DC_013,South,Heineken_330_Can,838.0,792,870,623,174,875,0,1.0,7.734530900177958,0.7350636918401946,0
2024-06-03,DC_013,South,Heineken_330_Can,1054.0,988,1226,301,201,740,0,1.0,6.322137295080152,0.8338323754782473,0
2024-06-10,DC_013,South,Heineken_330_Can,932.0,1208,1448,303,249,792,0,1.0,3.7592868047620893,0.5794436990371572,0
2024-06-17,DC_013,South,Heineken_330_Can,859.0,1148,1261,566,360,1039,0,1.0,3.3409780292709663,0.6947204431006038,0
2024-06-24,DC_013,South,Heineken_330_Can,688.0,372,613,356,399,996,0,1.0,5.198502304382555,0.8409471832762304,0
2024-01-01,DC_013,South,Heineken_650_Bottle,815.0,822,999,333,248,758,0,1.0,4.2522288925966505,0.6335646514798805,0
2024-01-08,DC_013,South,Heineken_650_Bottle,585.0,582,729,287,260,694,0,1.0,5.619161368130715,0.5553306426593693,0
2024-01-15,DC_013,South,Heineken_650_Bottle,613.0,488,574,456,252,794,0,1.0,5.76238868115966,0.65581285439926,0
2024-01-22,DC_013,South,Heineken_650_Bottle,479.0,453,660,337,360,904,0,1.0,7.895967928255251,,0
2024-01-29,DC_013,South,Heineken_650_Bottle,567.0,419,611,310,141,643,0,1.0,,0.7934978204874713,0
2024-02-05,DC_013,South,Heineken_650_Bottle,587.0,668,925,257,208,722,0,1.0,6.707953288874801,0.6858080002428392,0
2024-02-12,DC_013,South,Heineken_650_Bottle,582.0,743,960,240,194,651,0,1.0,2.948862732643803,0.6922933327685993,0
2024-02-19,DC_013,South,Heineken_650_Bottle,635.0,727,805,331,153,562,0,1.0,3.742371030892399,0.7458571937242514,0
2024-02-26,DC_013,South,Heineken_650_Bottle,543.0,435,614,347,82,608,0,1.0,5.592540193056019,0.8116374853730945,0
2024-03-04,DC_013,South,Heineken_650_Bottle,711.0,571,724,111,290,554,0,1.0,5.769156226474759,0.7272673677362161,0
2024-03-11,DC_013,South,Heineken_650_Bottle,487.0,545,643,411,144,653,0,1.0,3.901916868874965,0.7013072157695819,0
2024-03-18,DC_013,South,Heineken_650_Bottle,498.0,408,646,256,71,565,0,1.0,3.524739585314766,0.7084146957396148,0
2024-03-25,DC_013,South,Heineken_650_Bottle,477.0,453,632,381,105,665,0,1.0,2.4939083303593077,0.5799205059634271,0
2024-04-01,DC_013,South,Heineken_650_Bottle,641.0,793,1090,362,278,937,0,1.0,4.798424020848598,0.9468235551289252,0
2024-04-08,DC_013,South,Heineken_650_Bottle,539.0,550,669,380,227,726,0,1.0,5.981289192575509,0.7757239300047749,0
2024-04-15,DC_013,South,Heineken_650_Bottle,613.0,544,615,172,276,519,0,1.0,5.081960301881912,0.9053768495131357,0
2024-04-22,DC_013,South,Heineken_650_Bottle,659.0,542,758,402,400,1018,0,1.0,5.077938057200576,0.8425686757390602,0
2024-04-29,DC_013,South,Heineken_650_Bottle,596.0,654,797,367,300,810,0,1.0,6.005396714125111,0.771164617676608,0
2024-05-06,DC_013,South,Heineken_650_Bottle,668.0,647,788,223,172,536,0,1.0,5.936784798313497,0.8052397062339113,0
2024-05-13,DC_013,South,Heineken_650_Bottle,752.0,808,949,455,220,816,0,1.0,2.887052899102371,0.6916733266879878,0
2024-05-20,DC_013,South,Heineken_650_Bottle,659.0,831,887,328,188,572,0,1.0,3.164913453532692,0.9060762949560346,0
2024-05-27,DC_013,South,Heineken_650_Bottle,795.0,1184,1348,364,148,676,0,1.0,6.662580369269652,0.9009135437696718,0
2024-06-03,DC_013,South,Heineken_650_Bottle,547.0,588,857,424,103,796,0,1.0,3.1808041552492208,0.8491085211936681,0
2024-06-10,DC_013,South,Heineken_650_Bottle,675.0,836,924,145,253,486,0,1.0,3.2920861399277714,0.7170358666265464,0
2024-06-17,DC_013,South,Heineken_650_Bottle,532.0,535,691,466,110,732,0,1.0,4.87929061183507,0.7263449734358994,0
2024-06-24,DC_013,South,Heineken_650_Bottle,678.0,630,914,341,227,852,0,1.0,4.183414648153526,0.430051178267603,0
2024-01-01,DC_014,East,Heineken_330_Can,795.0,1062,1329,532,437,1236,0,1.0,4.983899052675985,0.6081155625878522,0
2024-01-08,DC_014,East,Heineken_330_Can,822.0,686,800,407,411,932,0,1.0,1.778380861849305,0.8124898548837456,0
2024-01-15,DC_014,East,Heineken_330_Can,922.0,491,738,884,237,1368,0,1.0,6.590281481298893,0.730895418624797,0
2024-01-22,DC_014,East,Heineken_330_Can,901.0,777,944,664,323,1154,0,1.0,3.4541933893832284,0.9425278887061239,0
2024-01-29,DC_014,East,Heineken_330_Can,796.0,738,889,279,289,719,0,1.0,,0.8066544967256504,0
2024-02-05,DC_014,East,Heineken_330_Can,733.0,604,845,402,218,861,0,1.0,6.0208523867545924,,0
2024-02-12,DC_014,East,Heineken_330_Can,816.0,1259,1499,511,478,1229,0,1.0,,0.7973090706384723,0
2024-02-19,DC_014,East,Heineken_330_Can,897.0,1104,1183,455,67,601,0,1.0,5.811244047832824,0.6620276326059196,0
2024-02-26,DC_014,East,Heineken_330_Can,816.0,829,996,705,356,1228,0,1.0,3.54936989573107,0.9092002985973022,0
2024-03-04,DC_014,East,Heineken_330_Can,642.0,548,718,293,174,637,0,1.0,5.148622774306977,0.8758950132159892,0
2024-03-11,DC_014,East,Heineken_330_Can,964.0,831,901,387,354,811,0,1.0,5.429747084667091,,0
2024-03-18,DC_014,East,Heineken_330_Can,852.0,1061,1116,261,256,572,0,1.0,6.0196292402452825,0.5816169241792329,0
2024-03-25,DC_014,East,Heineken_330_Can,944.0,1255,1480,790,292,1307,0,1.0,3.618474429759555,0.7534053636700273,0
2024-04-01,DC_014,East,Heineken_330_Can,939.0,850,1040,300,345,835,0,1.0,4.314206784428051,0.8291370198917606,0
2024-04-08,DC_014,East,Heineken_330_Can,661.0,671,843,648,401,1221,0,1.0,6.080921823659535,0.6886492672578941,0
2024-04-15,DC_014,East,Heineken_330_Can,775.0,697,968,311,287,869,0,1.0,3.882628997651812,0.7934608827274734,0
2024-04-22,DC_014,East,Heineken_330_Can,764.0,886,1052,827,315,1308,0,1.0,4.216070495573312,0.9969250824001753,0
2024-04-29,DC_014,East,Heineken_330_Can,754.0,788,1004,443,70,729,0,1.0,3.806927182368874,0.8340170780572258,0
2024-05-06,DC_014,East,Heineken_330_Can,803.0,754,858,433,272,809,0,1.0,5.480059237592796,0.6737250310072012,0
2024-05-13,DC_014,East,Heineken_330_Can,535.0,481,548,286,402,755,0,1.0,4.9523581055442945,0.9342454714796196,0
2024-05-20,DC_014,East,Heineken_330_Can,681.0,777,1055,407,21,706,0,1.0,6.046240527709803,0.7063297741598509,0
2024-05-27,DC_014,East,Heineken_330_Can,976.0,968,1197,868,440,1537,0,1.0,4.306645222605362,0.5433278656322326,0
2024-06-03,DC_014,East,Heineken_330_Can,794.0,816,1115,413,334,1046,0,1.0,3.9428736676046547,0.5894017786845556,0
2024-06-10,DC_014,East,Heineken_330_Can,594.0,656,724,670,302,1040,0,1.0,6.191880838642862,0.7236713272205697,0
2024-06-17,DC_014,East,Heineken_330_Can,869.0,539,832,274,552,1119,0,1.0,5.458047275209695,0.6280723345188399,0
2024-06-24,DC_014,East,Heineken_330_Can,685.0,702,960,478,332,1068,0,1.0,5.350213685206599,0.8750160158594007,0
2024-01-01,DC_014,East,Heineken_650_Bottle,471.0,285,364,503,274,856,0,1.0,8.070771073753864,0.747925560065464,0
2024-01-08,DC_014,East,Heineken_650_Bottle,575.0,466,755,301,236,826,0,1.0,5.24474671012403,0.6782498004497284,0
2024-01-15,DC_014,East,Heineken_650_Bottle,736.0,905,973,248,328,644,0,1.0,7.044470327381308,0.9338263331710034,0
2024-01-22,DC_014,East,Heineken_650_Bottle,591.0,629,809,524,221,925,0,1.0,4.890352756894907,0.8394029124450968,0
2024-01-29,DC_014,East,Heineken_650_Bottle,628.0,645,803,478,255,891,0,1.0,3.4067809583329565,0.8337663450363273,0
2024-02-05,DC_014,East,Heineken_650_Bottle,497.0,490,554,411,264,739,0,1.0,4.8720219639042766,0.8205158371460206,0
2024-02-12,DC_014,East,Heineken_650_Bottle,547.0,654,869,350,192,757,0,1.0,6.585615714997889,0.6616844178334553,0
2024-02-19,DC_014,East,Heineken_650_Bottle,618.0,573,624,222,230,503,0,1.0,6.509759626301762,0.8849020812631934,0
2024-02-26,DC_014,East,Heineken_650_Bottle,377.0,387,554,92,308,567,0,1.0,5.050458144667458,0.7587192753008696,0
2024-03-04,DC_014,East,Heineken_650_Bottle,625.0,621,918,320,175,792,0,1.0,5.806959327079209,0.8509621628870258,0
2024-03-11,DC_014,East,Heineken_650_Bottle,643.0,675,835,269,253,682,0,1.0,3.9392925051305263,0.8391079350692623,0
2024-03-18,DC_014,East,Heineken_650_Bottle,713.0,862,965,291,168,562,0,1.0,2.3441536540241534,0.44135951124183376,0
2024-03-25,DC_014,East,Heineken_650_Bottle,655.0,762,1022,493,284,1037,0,1.0,4.674559116789283,0.7493573504256634,0
2024-04-01,DC_014,East,Heineken_650_Bottle,433.0,379,559,302,251,733,0,1.0,4.778733169715581,0.6636203125741215,0
2024-04-08,DC_014,East,Heineken_650_Bottle,653.0,657,850,355,217,765,0,1.0,7.258981031025344,0.8449242073538386,0
2024-04-15,DC_014,East,Heineken_650_Bottle,638.0,658,803,480,170,795,0,1.0,4.74150970374138,0.8082151859150135,0
2024-04-22,DC_014,East,Heineken_650_Bottle,519.0,346,524,447,296,921,0,1.0,,0.6968804527012344,0
2024-04-29,DC_014,East,Heineken_650_Bottle,570.0,728,847,420,135,674,0,1.0,2.3601702545608707,0.6426079309366078,0
2024-05-06,DC_014,East,Heineken_650_Bottle,636.0,696,844,366,250,764,0,1.0,2.764168138285985,0.4333784518696051,0
2024-05-13,DC_014,East,Heineken_650_Bottle,535.0,612,871,133,241,633,0,1.0,4.2715485735552985,0.7494674875588682,0
2024-05-20,DC_014,East,Heineken_650_Bottle,,846,951,282,272,659,0,1.0,5.3453241478203015,0.5388888922669071,0
2024-05-27,DC_014,East,Heineken_650_Bottle,697.0,589,879,371,289,950,0,1.0,7.528495894514528,0.7660345138782411,0
2024-06-03,DC_014,East,Heineken_650_Bottle,651.0,401,648,362,206,815,0,1.0,5.5552482739967335,1.0177324646106756,0
2024-06-10,DC_014,East,Heineken_650_Bottle,476.0,518,751,310,178,721,0,1.0,5.7598375637413595,0.8468354622181231,0
2024-06-17,DC_014,East,Heineken_650_Bottle,419.0,399,560,399,316,876,0,1.0,3.731844955918395,0.6662209669627005,0
2024-06-24,DC_014,East,Heineken_650_Bottle,731.0,975,1226,332,106,689,0,1.0,4.459600418608717,0.6643580253553477,0
2024-01-01,DC_015,South,Heineken_330_Can,873.0,1012,1236,318,172,714,0,1.0,6.986500957745684,0.7470050182463257,0
2024-01-08,DC_015,South,Heineken_330_Can,998.0,1092,1360,893,141,1302,0,1.0,5.097470592822082,0.6268067853008981,0
2024-01-15,DC_015,South,Heineken_330_Can,687.0,592,881,609,279,1177,0,1.0,6.550627397339368,0.5897665044881057,0
2024-01-22,DC_015,South,Heineken_330_Can,710.0,586,875,868,352,1509,0,1.0,4.749309937994271,0.7680624419493695,0
2024-01-29,DC_015,South,Heineken_330_Can,754.0,1031,1125,635,219,948,0,1.0,1.358910538750345,0.7570921743646379,0
2024-02-05,DC_015,South,Heineken_330_Can,1012.0,1015,1083,677,165,910,0,1.0,5.749542977304671,0.866532104740933,0
2024-02-12,DC_015,South,Heineken_330_Can,914.0,775,1066,301,148,740,0,1.0,4.556172708653968,0.7640839739883377,0
2024-02-19,DC_015,South,Heineken_330_Can,715.0,514,677,199,513,875,0,1.0,5.195820161247039,0.7410798557576984,0
2024-02-26,DC_015,South,Heineken_330_Can,841.0,650,892,785,253,1280,0,1.0,5.8019914431800395,0.7668917836684539,0
2024-03-04,DC_015,South,Heineken_330_Can,979.0,930,1071,246,341,728,0,1.0,5.822036881671706,0.8206155566684571,0
2024-03-11,DC_015,South,Heineken_330_Can,776.0,834,1068,343,319,896,0,1.0,6.363123495465096,0.6305806408123894,0
2024-03-18,DC_015,South,Heineken_330_Can,640.0,779,1027,315,317,880,0,1.0,3.9320693151350254,0.9602428307664438,0
2024-03-25,DC_015,South,Heineken_330_Can,827.0,805,957,361,373,886,0,1.0,5.4656114621611644,0.7522008650499867,0
2024-04-01,DC_015,South,Heineken_330_Can,739.0,582,758,452,313,941,0,1.0,6.336042455430224,0.7223592769940788,0
2024-04-08,DC_015,South,Heineken_330_Can,905.0,748,941,805,540,1538,0,1.0,3.8326947273823704,0.828893860003622,0
2024-04-15,DC_015,South,Heineken_330_Can,917.0,788,963,214,552,941,0,1.0,5.748072196093901,0.6197666556219921,0
2024-04-22,DC_015,South,Heineken_330_Can,929.0,826,881,458,393,906,0,1.0,5.006853189558219,0.7510168496399113,0
2024-04-29,DC_015,South,Heineken_330_Can,819.0,752,904,652,351,1155,0,1.0,8.029539365511392,0.6696088334696082,0
2024-05-06,DC_015,South,Heineken_330_Can,711.0,913,1102,264,348,801,0,1.0,3.2188197963830056,0.8081305978968031,0
2024-05-13,DC_015,South,Heineken_330_Can,759.0,745,1035,404,526,1220,0,1.0,4.479811068518151,0.8418322330700533,0
2024-05-20,DC_015,South,Heineken_330_Can,807.0,1039,1130,575,193,859,0,1.0,5.813289859120679,0.6690896518187939,0
2024-05-27,DC_015,South,Heineken_330_Can,811.0,903,1164,387,490,1138,0,1.0,6.558912072306676,0.7368045769076348,0
2024-06-03,DC_015,South,Heineken_330_Can,614.0,646,722,187,166,429,0,1.0,5.663655892026139,0.7404074300973148,0
2024-06-10,DC_015,South,Heineken_330_Can,717.0,809,983,510,177,861,0,1.0,,0.8009338051572003,0
2024-06-17,DC_015,South,Heineken_330_Can,853.0,429,597,316,457,941,0,1.0,5.38964841860457,0.7406476349240946,0
2024-06-24,DC_015,South,Heineken_330_Can,815.0,1027,1254,298,363,888,0,1.0,5.3919071506411855,0.8694689054125632,0
2024-01-01,DC_015,South,Heineken_650_Bottle,684.0,784,900,401,115,632,0,1.0,5.37470685759101,,0
2024-01-08,DC_015,South,Heineken_650_Bottle,694.0,812,1035,127,268,618,0,1.0,3.42138677204715,0.8402576540567739,0
2024-01-15,DC_015,South,Heineken_650_Bottle,638.0,839,983,544,193,881,0,1.0,8.215058499446593,0.818745733660358,0
2024-01-22,DC_015,South,Heineken_650_Bottle,504.0,483,604,385,228,734,0,1.0,4.511800511754706,0.6610932775661118,0
2024-01-29,DC_015,South,Heineken_650_Bottle,740.0,981,1253,325,234,831,0,1.0,2.841745561433389,0.8522954202641628,0
2024-02-05,DC_015,South,Heineken_650_Bottle,489.0,615,692,121,386,584,0,1.0,2.7281813881611354,0.7128458553325245,0
2024-02-12,DC_015,South,Heineken_650_Bottle,679.0,555,652,348,196,641,0,1.0,4.829626129057869,0.769750866099943,0
2024-02-19,DC_015,South,Heineken_650_Bottle,534.0,606,872,278,276,820,0,1.0,5.667636500016646,0.9406486900624917,0
2024-02-26,DC_015,South,Heineken_650_Bottle,628.0,731,866,366,242,743,0,1.0,5.4631833344356835,0.8342012945973623,0
2024-03-04,DC_015,South,Heineken_650_Bottle,824.0,1076,1353,686,180,1143,0,1.0,4.288844305075539,0.7037472351812177,0
2024-03-11,DC_015,South,Heineken_650_Bottle,581.0,479,651,477,95,744,0,1.0,4.83346282246744,0.5337691500469429,0
2024-03-18,DC_015,South,Heineken_650_Bottle,581.0,651,848,246,114,557,0,1.0,2.666435101216618,0.8349117017915323,0
2024-03-25,DC_015,South,Heineken_650_Bottle,615.0,505,607,271,169,542,0,1.0,7.862874088683545,0.5489325660056699,0
2024-04-01,DC_015,South,Heineken_650_Bottle,573.0,697,781,412,233,729,0,1.0,,0.7205796669016833,0
2024-04-08,DC_015,South,Heineken_650_Bottle,656.0,777,846,599,259,927,0,1.0,3.5570440399273306,0.7512041754449985,0
2024-04-15,DC_015,South,Heineken_650_Bottle,358.0,454,651,228,333,758,0,1.0,1.1946613510945494,0.8587786777902081,0
2024-04-22,DC_015,South,Heineken_650_Bottle,649.0,882,1069,364,191,742,0,1.0,5.300312972894636,0.8837858207585534,0
2024-04-29,DC_015,South,Heineken_650_Bottle,660.0,801,1090,305,243,837,0,1.0,4.575923405050975,0.7964492637355538,0
2024-05-06,DC_015,South,Heineken_650_Bottle,559.0,501,800,393,243,935,0,1.0,4.053402819203737,0.728387284246263,0
2024-05-13,DC_015,South,Heineken_650_Bottle,594.0,473,581,363,126,597,0,1.0,4.623107675386693,0.7126749862963239,0
2024-05-20,DC_015,South,Heineken_650_Bottle,557.0,491,704,507,264,984,0,1.0,2.705553511021283,0.8738310372192586,0
2024-05-27,DC_015,South,Heineken_650_Bottle,552.0,571,636,349,384,798,0,1.0,6.351148009327652,0.8000187423546352,0
2024-06-03,DC_015,South,Heineken_650_Bottle,569.0,560,723,554,399,1116,0,1.0,5.593826487082304,0.6940771415558324,0
2024-06-10,DC_015,South,Heineken_650_Bottle,611.0,774,968,351,314,859,0,1.0,5.027536014226188,0.6650092284356216,0
2024-06-17,DC_015,South,Heineken_650_Bottle,624.0,761,1023,246,205,713,0,1.0,7.936219976674554,0.8377296885833376,0
2024-06-24,DC_015,South,Heineken_650_Bottle,608.0,646,922,348,197,821,0,1.0,4.86212995313351,0.8359844413127635,0
2024-01-01,DC_016,South,Heineken_330_Can,809.0,827,895,571,482,1121,0,1.0,4.07629895292158,0.7966565320208161,0
2024-01-08,DC_016,South,Heineken_330_Can,768.0,586,856,435,355,1060,0,1.0,4.537575157659894,0.6765314059949649,0
2024-01-15,DC_016,South,Heineken_330_Can,828.0,796,874,560,369,1007,0,1.0,4.021310955663526,0.571256999327404,0
2024-01-22,DC_016,South,Heineken_330_Can,824.0,883,1044,452,357,970,0,1.0,3.7184763428692893,0.6116889654609248,0
2024-01-29,DC_016,South,Heineken_330_Can,952.0,1150,1410,591,433,1284,0,1.0,4.167489838121853,0.6478795487179865,0
2024-02-05,DC_016,South,Heineken_330_Can,956.0,1418,1675,550,258,1065,0,1.0,5.0842007668047495,0.5835750533652159,0
2024-02-12,DC_016,South,Heineken_330_Can,819.0,881,1072,683,276,1150,0,1.0,4.621593131400988,0.7871711481337734,0
2024-02-19,DC_016,South,Heineken_330_Can,822.0,837,1079,496,197,935,0,1.0,5.601582677722385,0.7116711674573563,0
2024-02-26,DC_016,South,Heineken_330_Can,668.0,739,949,500,191,901,0,1.0,8.98652985385609,0.7458228076684489,0
2024-03-04,DC_016,South,Heineken_330_Can,959.0,1134,1240,264,345,715,0,1.0,6.16443259940684,0.823884836469273,0
2024-03-11,DC_016,South,Heineken_330_Can,746.0,935,1018,246,244,573,0,1.0,3.082331384350642,0.7052895436408096,0
2024-03-18,DC_016,South,Heineken_330_Can,617.0,738,964,381,257,864,0,1.0,2.919723926435328,0.791039220219814,0
2024-03-25,DC_016,South,Heineken_330_Can,1071.0,815,887,605,180,857,0,1.0,4.581799356710905,0.7962310127893817,0
2024-04-01,DC_016,South,Heineken_330_Can,,551,611,730,407,1197,0,1.0,6.487517563843266,0.7811083934653897,0
2024-04-08,DC_016,South,Heineken_330_Can,634.0,822,962,543,256,939,0,1.0,4.601006029505123,0.7382040981018231,0
2024-04-15,DC_016,South,Heineken_330_Can,638.0,529,820,514,456,1261,0,1.0,3.704399774614125,0.5797317454526569,0
2024-04-22,DC_016,South,Heineken_330_Can,1045.0,887,979,647,361,1100,0,1.0,5.580800147413482,0.6421187286846206,0
2024-04-29,DC_016,South,Heineken_330_Can,802.0,871,1165,375,441,1110,0,1.0,4.048977588511651,,0
2024-05-06,DC_016,South,Heineken_330_Can,904.0,884,967,157,473,713,0,1.0,5.37120067391501,0.7146659622864705,0
2024-05-13,DC_016,South,Heineken_330_Can,,930,1127,390,265,852,0,1.0,8.069797429451704,0.9795027117253473,0
2024-05-20,DC_016,South,Heineken_330_Can,715.0,654,934,465,261,1006,0,1.0,4.9244037724434895,0.8702966879326415,0
2024-05-27,DC_016,South,Heineken_330_Can,964.0,935,1230,661,252,1208,0,1.0,2.8545575552204157,0.5507025214258645,0
2024-06-03,DC_016,South,Heineken_330_Can,770.0,799,855,561,319,936,0,1.0,2.7672675531495425,0.7327532225359419,0
2024-06-10,DC_016,South,Heineken_330_Can,906.0,1277,1371,429,251,774,0,1.0,4.406750914342168,0.8635884863281795,0
2024-06-17,DC_016,South,Heineken_330_Can,652.0,885,1179,513,141,948,0,1.0,5.06453825352573,0.699449095066311,0
2024-06-24,DC_016,South,Heineken_330_Can,1037.0,1047,1319,791,332,1395,0,1.0,4.449213348285873,0.7148894817485825,0
2024-01-01,DC_016,South,Heineken_650_Bottle,510.0,428,521,189,230,512,0,1.0,4.472629258848074,0.7337636720772681,0
2024-01-08,DC_016,South,Heineken_650_Bottle,514.0,415,693,478,319,1075,0,1.0,5.843079736379158,0.747616770869118,0
2024-01-15,DC_016,South,Heineken_650_Bottle,590.0,464,738,362,306,942,0,1.0,5.380473377851411,0.7228914162872144,0
2024-01-22,DC_016,South,Heineken_650_Bottle,684.0,673,964,469,287,1047,0,1.0,5.891357260738392,0.8404806796906743,0
2024-01-29,DC_016,South,Heineken_650_Bottle,539.0,516,665,5,338,492,0,1.0,6.113967629665862,0.7807353683646663,0
2024-02-05,DC_016,South,Heineken_650_Bottle,534.0,650,821,182,182,535,0,1.0,4.681222639059316,0.7668725385290864,0
2024-02-12,DC_016,South,Heineken_650_Bottle,551.0,700,876,441,222,839,0,1.0,5.887189364170197,0.6813424658120457,0
2024-02-19,DC_016,South,Heineken_650_Bottle,,569,758,612,247,1048,0,1.0,4.162805598740529,0.792380057827017,0
2024-02-26,DC_016,South,Heineken_650_Bottle,453.0,393,487,414,178,686,0,1.0,4.892927098230964,0.7729452461684184,0
2024-03-04,DC_016,South,Heineken_650_Bottle,805.0,712,931,389,255,863,0,1.0,4.544062741220392,0.8267272237453585,0
2024-03-11,DC_016,South,Heineken_650_Bottle,496.0,637,721,392,262,738,0,1.0,4.8531695903855,0.9143865228928386,0
2024-03-18,DC_016,South,Heineken_650_Bottle,565.0,724,935,513,282,1006,0,1.0,5.624737936318388,0.7643916927318963,0
2024-03-25,DC_016,South,Heineken_650_Bottle,485.0,438,736,334,201,833,0,1.0,5.466282140343247,0.8891501674038502,0
2024-04-01,DC_016,South,Heineken_650_Bottle,653.0,563,625,447,214,723,0,1.0,4.944308525032753,0.8373807479291662,0
2024-04-08,DC_016,South,Heineken_650_Bottle,554.0,656,911,280,185,720,0,1.0,4.964136817435647,0.8926569253691121,0
2024-04-15,DC_016,South,Heineken_650_Bottle,652.0,733,1010,421,247,945,0,1.0,4.923107239541188,0.8027705871139319,0
2024-04-22,DC_016,South,Heineken_650_Bottle,755.0,388,502,409,239,762,0,1.0,5.184496066705923,0.732900181453912,0
2024-04-29,DC_016,South,Heineken_650_Bottle,534.0,655,796,409,162,712,0,1.0,4.676229078249373,0.7585070725589287,0
2024-05-06,DC_016,South,Heineken_650_Bottle,591.0,434,662,623,308,1159,0,1.0,4.705865965797951,0.7641204864415778,0
2024-05-13,DC_016,South,Heineken_650_Bottle,503.0,409,703,436,316,1046,0,1.0,5.766586630603967,0.6911399522061165,0
2024-05-20,DC_016,South,Heineken_650_Bottle,437.0,607,704,283,205,585,0,1.0,3.753562497433255,0.7618910168981559,0
2024-05-27,DC_016,South,Heineken_650_Bottle,631.0,513,660,434,151,732,0,1.0,3.453378624271777,0.8654590989752363,0
2024-06-03,DC_016,South,Heineken_650_Bottle,721.0,724,988,511,293,1068,0,1.0,3.8715957581370155,0.8470132800568975,0
2024-06-10,DC_016,South,Heineken_650_Bottle,507.0,579,658,379,276,734,0,1.0,3.448591207135269,0.5796401294244059,0
2024-06-17,DC_016,South,Heineken_650_Bottle,674.0,687,836,282,176,607,0,1.0,6.656689736754884,,0
2024-06-24,DC_016,South,Heineken_650_Bottle,601.0,624,913,477,298,1064,0,1.0,5.126527376507553,0.6401439761018696,0
2024-01-01,DC_017,South,Heineken_330_Can,742.0,693,929,502,442,1180,0,1.0,3.97585386382552,0.8436335310440615,0
2024-01-08,DC_017,South,Heineken_330_Can,945.0,937,1164,325,145,697,0,1.0,3.773395262572985,0.76940896608654,0
2024-01-15,DC_017,South,Heineken_330_Can,930.0,1266,1499,692,223,1148,0,1.0,3.8591164549946395,0.7868047065998522,0
2024-01-22,DC_017,South,Heineken_330_Can,607.0,421,506,517,477,1079,0,1.0,3.262283595676859,0.6380802130140915,0
2024-01-29,DC_017,South,Heineken_330_Can,753.0,876,1095,604,38,861,0,1.0,3.1765897500919613,0.7735960793719726,0
2024-02-05,DC_017,South,Heineken_330_Can,732.0,891,993,649,225,976,0,1.0,4.050170688712722,0.7239342253747889,0
2024-02-12,DC_017,South,Heineken_330_Can,843.0,719,929,658,228,1096,0,1.0,5.980989428510363,0.6794627258487214,0
2024-02-19,DC_017,South,Heineken_330_Can,900.0,1025,1087,691,411,1164,0,1.0,3.089844621866572,0.6153526379082502,0
2024-02-26,DC_017,South,Heineken_330_Can,810.0,870,1150,481,455,1216,0,1.0,3.656307833692343,0.8385933215781844,0
2024-03-04,DC_017,South,Heineken_330_Can,768.0,731,934,380,413,996,0,1.0,6.449916047577005,0.7690122975965433,0
2024-03-11,DC_017,South,Heineken_330_Can,987.0,768,939,526,282,979,0,1.0,2.5359014052873174,0.7238668020766581,0
2024-03-18,DC_017,South,Heineken_330_Can,762.0,411,467,572,364,992,0,1.0,5.029717899257761,0.7928156368823972,0
2024-03-25,DC_017,South,Heineken_330_Can,683.0,631,707,817,311,1204,0,1.0,2.0422765756134327,0.5653598899397585,0
2024-04-01,DC_017,South,Heineken_330_Can,718.0,703,773,537,349,956,0,1.0,3.316036123544463,0.7470864702424823,0
2024-04-08,DC_017,South,Heineken_330_Can,687.0,702,818,202,280,598,0,1.0,5.5909456349483975,0.6910202914986961,0
2024-04-15,DC_017,South,Heineken_330_Can,570.0,607,854,211,354,812,0,1.0,6.304246287799339,0.7641385838402269,0
2024-04-22,DC_017,South,Heineken_330_Can,788.0,867,1006,353,288,780,0,1.0,5.925401536259571,0.7006569821337357,0
2024-04-29,DC_017,South,Heineken_330_Can,681.0,565,841,453,393,1122,0,1.0,6.316771653926983,0.6727791334503553,0
2024-05-06,DC_017,South,Heineken_330_Can,801.0,989,1093,339,245,688,0,1.0,4.735929323775845,0.7914798898867512,0
2024-05-13,DC_017,South,Heineken_330_Can,923.0,819,984,421,437,1023,0,1.0,5.978262354907403,0.6688826236923524,0
2024-05-20,DC_017,South,Heineken_330_Can,922.0,1259,1339,626,157,863,0,1.0,3.5222862657190737,0.6983573238007664,0
2024-05-27,DC_017,South,Heineken_330_Can,763.0,543,642,538,260,897,0,1.0,5.987499417580181,0.812146525654198,0
2024-06-03,DC_017,South,Heineken_330_Can,769.0,822,1065,356,360,959,0,1.0,3.5280345362039878,0.874925554222045,0
2024-06-10,DC_017,South,Heineken_330_Can,794.0,971,1112,732,293,1166,0,1.0,4.567422435546275,0.7847934871975746,0
2024-06-17,DC_017,South,Heineken_330_Can,829.0,565,810,280,399,924,0,1.0,4.792246942238801,0.7367209452346499,0
2024-06-24,DC_017,South,Heineken_330_Can,698.0,678,946,331,363,962,0,1.0,5.488529506064146,0.8024672459595155,0
2024-01-01,DC_017,South,Heineken_650_Bottle,580.0,774,918,524,168,836,0,1.0,3.31006020815144,0.7347150245444359,0
2024-01-08,DC_017,South,Heineken_650_Bottle,671.0,589,793,263,170,637,0,1.0,5.780812009529702,0.7075926640962096,0
2024-01-15,DC_017,South,Heineken_650_Bottle,615.0,453,747,60,167,521,0,1.0,6.769701570180947,0.8499232432050726,0
