transaction_id,date,region,city,outlet_type,sales_channel,customer_type,brand,pack_size_ml,pack_type,promo_flag,promo_type,discount_pct,competitor_price_index,units_sold,base_price_per_unit,gross_sales_value,net_sales_value,stock_at_start,stock_at_end,oos_flag,weather,temp_c,event
TXN_002307,2024-11-28,South,Bengaluru,Bar/Restaurant,On-Trade,HoReCa,Local_Brand_B,1000,Bottle,1,Digital_Coupon,0.2,1.096,65,186.31,12110.16,9685.06,115,48,0,Rainy,25.9,Festival
TXN_002308,2024-09-30,North,Jaipur,Hypermarket,Off-Trade,HoReCa,Local_Brand_A,500,Can,0,None,0.017,0.949,81,140.86,11409.38,11220.01,107,33,0,Humid,24.2,None
TXN_002309,2024-06-20,East,Kolkata,Bar/Restaurant,On-Trade,Modern Trade,Heineken,330,Keg,1,Bundle,0.057,1.045,41,158.84,6512.5,6143.92,60,22,0,Sunny,28.4,None
TXN_002310,2024-10-30,East,Guwahati,Hypermarket,Off-Trade,Retail Chain,Budweiser,330,Bottle,1,Bundle,0.15,1.021,62,149.77,9285.97,7890.91,117,61,0,Humid,28.5,None
TXN_002311,2024-05-28,South,Hyderabad,Convenience Store,Off-Trade,Retail Chain,Kingfisher,330,Keg,0,None,,1.028,26,148.96,3873.03,3758.34,47,30,0,Sunny,31.6,None
TXN_002312,2024-11-16,West,Mumbai,Supermarket,Off-Trade,Modern Trade,Local_Brand_A,500,Can,1,Price_Off,0.205,1.174,45,141.87,6384.31,5078.34,68,27,0,Sunny,28.6,None
TXN_002313,2024-10-03,East,Guwahati,Supermarket,Off-Trade,Independent Store,Local_Brand_A,1000,Can,0,None,0.032,1.014,46,197.98,9106.98,8818.65,57,6,0,,28.5,None
TXN_002314,2024-01-27,North,Jaipur,Supermarket,Off-Trade,Retail Chain,Kingfisher,1000,Can,1,Price_Off,0.232,1.027,146,233.59,34104.58,26205.16,201,51,0,Cool,25.3,Festival
TXN_002315,2024-05-27,East,Bhubaneswar,Supermarket,Off-Trade,Modern Trade,Local_Brand_B,330,Keg,0,None,0.013,0.991,46,113.87,5237.8,5169.79,58,16,0,Rainy,26.0,Long_Weekend
TXN_002316,2024-07-11,South,Hyderabad,Supermarket,Off-Trade,Independent Store,Kingfisher,330,Bottle,0,None,0.002,0.832,36,136.37,4909.36,4897.59,65,36,0,Sunny,24.7,None
TXN_002317,2024-01-20,North,Delhi,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,500,Can,0,None,0.042,0.909,17,129.14,2195.43,2103.69,36,27,0,Rainy,23.1,None
TXN_002318,2024-11-22,North,Chandigarh,Bar/Restaurant,On-Trade,Modern Trade,Kingfisher,650,Can,0,None,0.031,0.867,86,186.09,16003.44,15508.83,151,69,0,Humid,24.4,Sports_Event
TXN_002319,2024-05-23,East,Bhubaneswar,Hypermarket,Off-Trade,Modern Trade,Heineken,330,Bottle,0,None,0.045,1.006,38,161.12,6122.55,5846.0,57,24,0,Sunny,27.4,None
TXN_002320,2024-02-02,North,Delhi,Convenience Store,Off-Trade,HoReCa,Heineken,330,Bottle,0,None,0.037,0.888,40,147.31,5892.42,5674.64,62,20,0,Cloudy,25.9,None
TXN_002321,2024-08-07,West,Mumbai,E-commerce,Off-Trade,HoReCa,Kingfisher,330,Bottle,0,None,0.015,0.847,26,137.34,3570.88,3515.86,44,25,0,Sunny,27.5,None
TXN_002322,2024-09-30,North,Jaipur,Convenience Store,Off-Trade,Retail Chain,Kingfisher,330,Draft,0,None,,0.854,28,152.1,4258.79,4099.97,33,10,0,Humid,26.5,None
TXN_002323,2024-06-03,West,Pune,Bar/Restaurant,On-Trade,Retail Chain,Budweiser,1000,Keg,0,None,0.049,1.003,61,237.91,14512.38,13798.59,81,28,0,Rainy,27.4,None
TXN_002324,2024-03-27,South,Bengaluru,Supermarket,Off-Trade,Independent Store,Kingfisher,330,Draft,1,Digital_Coupon,0.21,0.998,70,149.21,10444.57,8250.33,94,28,0,Cloudy,29.0,None
TXN_002325,2024-08-13,West,Ahmedabad,Supermarket,Off-Trade,Retail Chain,Local_Brand_A,650,Keg,0,None,0.029,1.055,46,149.51,6877.26,6679.75,82,45,0,Rainy,28.7,None
TXN_002326,2024-05-02,East,Bhubaneswar,Supermarket,Off-Trade,Retail Chain,Heineken,500,Can,0,None,0.037,0.989,40,202.14,8085.43,7789.87,75,30,0,Sunny,27.9,None
TXN_002327,2024-02-06,North,Jaipur,Bar/Restaurant,On-Trade,Independent Store,Kingfisher,650,Can,0,None,0.0,0.867,49,178.46,8744.43,8742.13,68,22,0,Cool,22.3,None
TXN_002328,2024-06-19,South,Kochi,Convenience Store,Off-Trade,Independent Store,Local_Brand_A,500,Can,0,None,0.016,1.054,28,139.94,3918.25,3856.0,55,34,0,Sunny,29.2,None
TXN_002329,2024-10-04,South,Bengaluru,Convenience Store,Off-Trade,Modern Trade,Local_Brand_A,1000,Bottle,0,None,0.043,0.968,32,202.23,6471.34,6196.23,47,11,0,Cloudy,26.4,Concert
TXN_002330,2024-08-13,South,Chennai,Bar/Restaurant,On-Trade,Independent Store,Kingfisher,1000,Can,0,None,0.012,0.994,53,233.81,12391.79,12241.86,71,24,0,Cool,28.5,None
TXN_002331,2024-06-09,East,Patna,Bar/Restaurant,On-Trade,Retail Chain,Budweiser,330,Draft,0,None,0.041,1.033,44,152.06,6690.85,6419.33,66,18,0,Cloudy,30.2,Sports_Event
TXN_002332,2024-04-17,East,Guwahati,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,500,Draft,0,None,0.024,1.047,175,142.22,24888.5,24291.176,41,5,0,Sunny,28.1,Festival
TXN_002333,2024-12-16,South,Bengaluru,E-commerce,Off-Trade,Retail Chain,Budweiser,500,Draft,0,None,0.001,1.2,42,191.77,8054.47,8045.01,58,15,0,Sunny,29.9,None
TXN_002334,2024-08-13,North,Chandigarh,E-commerce,Off-Trade,Independent Store,Heineken,1000,Can,0,None,0.004,0.86,66,275.01,18150.86,18081.29,88,24,0,Rainy,23.3,Sports_Event
TXN_002335,2024-10-14,East,Patna,Hypermarket,Off-Trade,Retail Chain,Budweiser,650,Can,0,None,,1.122,61,191.03,11652.66,11117.28,102,50,0,Sunny,29.6,Festival
TXN_002336,2024-05-13,South,Hyderabad,Supermarket,Off-Trade,Modern Trade,Heineken,330,Can,0,None,0.021,1.006,48,152.47,7318.55,7166.41,68,29,0,,29.2,None
TXN_002337,2024-07-30,East,Bhubaneswar,Supermarket,Off-Trade,Independent Store,Kingfisher,650,Bottle,0,None,0.022,1.056,49,192.38,9426.41,9221.12,98,58,0,Cool,27.4,None
TXN_002338,2024-10-09,East,Bhubaneswar,Convenience Store,Off-Trade,Retail Chain,Kingfisher,500,Bottle,0,None,0.047,0.953,28,159.0,4451.9,4241.1,56,37,0,Cloudy,27.5,None
TXN_002339,2024-09-25,North,Delhi,Supermarket,Off-Trade,Independent Store,Local_Brand_B,650,Bottle,0,None,0.035,1.051,41,144.23,5913.39,5708.86,57,16,0,Rainy,26.3,None
TXN_002340,2024-07-15,West,Surat,Supermarket,Off-Trade,HoReCa,Heineken,1000,Draft,1,Digital_Coupon,0.281,0.993,37,299.27,11072.91,7964.57,62,33,0,Rainy,28.9,None
TXN_002341,2024-06-19,West,Surat,Supermarket,Off-Trade,HoReCa,Budweiser,500,Can,0,None,0.04,0.895,84,189.32,15902.93,15267.32,110,34,0,Humid,29.0,Festival
TXN_002342,2024-08-18,South,Bengaluru,Convenience Store,Off-Trade,Modern Trade,Local_Brand_A,330,Bottle,0,None,0.044,0.908,48,118.7,5697.71,5445.53,81,31,0,Cloudy,26.7,Sports_Event
TXN_002343,2024-02-20,West,Pune,Hypermarket,Off-Trade,Modern Trade,Kingfisher,330,Can,1,Price_Off,0.199,1.023,57,141.1,8042.62,6442.76,84,31,0,Sunny,31.5,None
TXN_002344,2024-08-25,North,Jaipur,E-commerce,Off-Trade,Retail Chain,Local_Brand_B,500,Bottle,0,None,0.023,0.988,46,132.36,6088.71,5949.2,88,40,0,Sunny,25.1,None
TXN_002345,2024-07-12,South,Chennai,Supermarket,Off-Trade,Independent Store,Local_Brand_B,330,Can,1,Display,0.061,1.158,106,106.2,11257.09,10569.46,132,33,0,Rainy,25.6,Sports_Event
TXN_002346,2024-06-30,South,Chennai,Supermarket,Off-Trade,Independent Store,Local_Brand_B,500,Bottle,1,Digital_Coupon,0.213,0.936,81,134.79,10918.37,8595.43,157,78,0,Sunny,28.3,Festival
TXN_002347,2024-04-08,North,Jaipur,Convenience Store,Off-Trade,HoReCa,Local_Brand_B,330,Bottle,1,Price_Off,0.07,0.962,22,108.23,2381.1,2213.75,50,27,0,,26.8,None
TXN_002348,2024-08-03,North,Delhi,Supermarket,Off-Trade,Modern Trade,Kingfisher,330,Bottle,0,None,0.011,0.94,51,137.83,7029.36,6951.42,101,47,0,Rainy,22.8,Long_Weekend
TXN_002349,2024-06-22,North,Lucknow,Bar/Restaurant,On-Trade,Modern Trade,Kingfisher,1000,Bottle,0,None,0.021,0.913,111,235.94,26189.07,25645.42,187,84,0,Rainy,24.0,Festival
TXN_002350,2024-07-26,East,Bhubaneswar,Supermarket,Off-Trade,Retail Chain,Heineken,650,Bottle,0,None,0.045,0.978,47,219.7,10325.88,9860.77,66,19,0,Rainy,26.9,None
TXN_002351,2024-03-11,West,Ahmedabad,Hypermarket,Off-Trade,HoReCa,Local_Brand_A,330,Bottle,0,None,0.01,1.057,41,119.45,4897.4,4848.79,74,42,0,Cloudy,30.4,None
TXN_002352,2024-09-23,West,Pune,E-commerce,Off-Trade,Retail Chain,Kingfisher,500,Bottle,0,None,,0.933,31,169.37,5250.44,5030.28,58,23,0,Sunny,29.4,None
TXN_002353,2024-06-12,North,Jaipur,Supermarket,Off-Trade,Modern Trade,Local_Brand_A,650,Bottle,0,None,0.017,1.084,59,161.87,9550.59,9389.07,68,17,0,Cloudy,27.8,Festival
TXN_002354,2024-09-03,East,Bhubaneswar,Supermarket,Off-Trade,Retail Chain,Heineken,650,Can,0,None,0.023,1.015,40,206.88,8275.2,8086.64,77,39,0,Cool,25.1,None
TXN_002355,2024-01-08,West,Pune,Hypermarket,Off-Trade,Modern Trade,Heineken,1000,Keg,0,None,,1.2,39,268.51,10471.87,10191.78,69,31,0,Humid,34.3,None
TXN_002356,2024-06-03,South,Hyderabad,Supermarket,Off-Trade,Independent Store,Local_Brand_A,330,Can,0,None,0.024,1.032,40,116.39,4655.68,4541.91,76,42,0,Cool,24.8,None
TXN_002357,2024-10-09,North,Lucknow,Supermarket,Off-Trade,HoReCa,Heineken,500,Draft,0,None,0.029,0.974,36,198.26,7137.49,6933.78,52,19,0,Cloudy,24.4,None
TXN_002358,2024-10-28,North,Lucknow,Supermarket,Off-Trade,Retail Chain,Local_Brand_A,1000,Bottle,0,None,0.016,1.006,73,206.38,15065.55,14825.43,129,60,0,Sunny,23.3,Sports_Event
TXN_002359,2024-07-17,West,Mumbai,Hypermarket,Off-Trade,Independent Store,Local_Brand_B,650,Draft,1,Price_Off,0.12,1.042,87,153.43,13348.63,11742.8,114,28,0,Cool,27.4,None
TXN_002360,2024-04-23,South,Hyderabad,Supermarket,Off-Trade,Modern Trade,Heineken,650,Bottle,0,None,0.017,1.029,60,213.41,12804.33,12590.34,101,50,0,Sunny,31.9,Festival
TXN_002361,2024-10-28,North,Lucknow,Supermarket,Off-Trade,Independent Store,Local_Brand_B,330,Bottle,1,Digital_Coupon,0.209,0.968,64,109.89,7033.14,5564.45,109,48,0,Cloudy,28.3,None
TXN_002362,2024-09-18,West,Mumbai,Supermarket,Off-Trade,Independent Store,Local_Brand_B,330,Draft,0,None,0.035,0.932,31,116.27,3604.47,3479.07,49,21,0,Sunny,,None
TXN_002363,2024-05-07,West,Ahmedabad,Supermarket,Off-Trade,HoReCa,Heineken,330,Bottle,0,None,0.016,1.087,40,156.42,6256.95,6159.81,62,26,0,Humid,35.1,None
TXN_002364,2024-11-10,West,Mumbai,Supermarket,Off-Trade,Independent Store,Heineken,330,Draft,0,None,0.011,1.074,28,172.38,4826.74,4775.38,54,28,0,Rainy,25.6,None
TXN_002365,2024-07-11,North,Jaipur,Convenience Store,Off-Trade,Retail Chain,Local_Brand_A,1000,Keg,0,None,0.019,0.962,24,202.9,4869.52,4774.88,37,20,0,Cloudy,24.0,None
TXN_002366,2024-01-03,West,Pune,Convenience Store,Off-Trade,Retail Chain,Budweiser,1000,Can,0,None,0.006,1.094,31,243.26,7540.97,7493.54,61,26,0,Rainy,28.3,Festival
TXN_002367,2024-07-13,South,Hyderabad,Supermarket,Off-Trade,Modern Trade,Local_Brand_B,1000,Draft,1,Digital_Coupon,0.227,1.017,89,205.67,18304.92,14157.55,118,38,0,Sunny,29.1,None
TXN_002368,2024-01-21,South,Chennai,Hypermarket,Off-Trade,Independent Store,Kingfisher,330,Bottle,0,None,0.003,0.972,66,137.81,9095.21,9071.29,111,43,0,Rainy,26.2,None
TXN_002369,2024-12-24,West,Pune,Convenience Store,Off-Trade,Independent Store,Budweiser,500,Can,0,None,0.008,1.039,27,178.73,4825.63,4787.05,56,31,0,Rainy,27.5,None
TXN_002370,2024-11-24,North,Chandigarh,Convenience Store,Off-Trade,Independent Store,Heineken,650,Can,0,None,0.028,1.032,29,216.41,6275.75,6097.2,58,28,0,Sunny,26.1,None
TXN_002371,2024-02-09,North,Lucknow,E-commerce,Off-Trade,HoReCa,Kingfisher,500,Can,1,Price_Off,0.267,,78,163.63,12763.5,9354.34,101,19,0,Cool,24.1,Sports_Event
TXN_002372,2024-05-18,South,Kochi,E-commerce,Off-Trade,Retail Chain,Budweiser,650,Can,0,None,0.001,1.2,22,206.49,4542.79,4537.76,38,25,0,Rainy,28.7,Sports_Event
TXN_002373,2024-05-21,West,Mumbai,Supermarket,Off-Trade,Independent Store,Local_Brand_A,500,Bottle,1,Bundle,,,16,143.77,2300.31,2124.53,36,27,0,Sunny,30.8,Festival
TXN_002374,2024-04-15,North,Delhi,Convenience Store,Off-Trade,Independent Store,Kingfisher,330,Keg,0,None,0.018,1.2,31,146.75,4549.32,4469.56,55,32,0,Sunny,26.0,None
TXN_002375,2024-04-04,North,Jaipur,Supermarket,Off-Trade,Independent Store,Heineken,330,Bottle,0,None,0.015,1.134,45,161.37,7261.53,7149.3,77,27,0,Sunny,24.2,None
TXN_002376,2024-05-08,North,Jaipur,Supermarket,Off-Trade,Retail Chain,Kingfisher,1000,Bottle,1,Digital_Coupon,,0.954,67,221.95,14870.39,11416.8,133,71,0,Sunny,27.1,None
TXN_002377,2024-02-10,South,Bengaluru,Convenience Store,Off-Trade,Independent Store,Heineken,500,Bottle,1,Display,0.276,1.001,70,183.1,12817.1,9277.64,105,43,0,Cloudy,28.6,Concert
TXN_002378,2024-01-21,South,Hyderabad,Supermarket,Off-Trade,Retail Chain,Budweiser,650,Bottle,0,None,0.047,0.922,52,195.39,10160.23,9685.64,77,29,0,Sunny,29.4,None
TXN_002379,2024-12-03,North,Chandigarh,Bar/Restaurant,On-Trade,Retail Chain,Budweiser,1000,Draft,0,None,0.027,1.021,26,285.88,7432.86,7235.61,43,22,0,Rainy,23.4,None
TXN_002380,2024-01-19,West,Mumbai,Bar/Restaurant,On-Trade,HoReCa,Heineken,330,Draft,0,None,0.04,0.914,67,170.83,11445.8,10989.52,97,39,0,Rainy,29.2,None
TXN_002381,2024-11-07,West,Surat,Convenience Store,Off-Trade,Independent Store,Heineken,1000,Bottle,0,None,0.049,0.933,22,264.1,5810.25,5527.33,35,21,0,,30.3,None
TXN_002382,2024-09-12,South,Hyderabad,Supermarket,Off-Trade,Independent Store,Budweiser,1000,Bottle,0,None,0.019,1.106,31,239.56,7426.23,7284.28,57,35,0,Sunny,30.2,None
TXN_002383,2024-03-12,East,Kolkata,Hypermarket,Off-Trade,Retail Chain,Local_Brand_A,500,Bottle,0,None,0.04,0.965,84,140.44,11797.12,11326.1,129,54,0,Sunny,29.5,Concert
TXN_002384,2024-01-05,East,Kolkata,Convenience Store,Off-Trade,Retail Chain,Budweiser,650,Bottle,0,None,0.005,0.963,43,197.36,8486.34,8439.93,61,15,0,Rainy,24.6,None
TXN_002385,2024-02-26,West,Pune,E-commerce,Off-Trade,HoReCa,Heineken,500,Can,1,Display,0.074,0.991,58,192.85,11185.51,10356.36,114,63,0,Sunny,31.3,None
TXN_002386,2024-03-04,South,Kochi,Convenience Store,Off-Trade,Retail Chain,Heineken,500,Bottle,1,Price_Off,0.147,1.104,19,188.45,3580.62,3053.78,45,31,0,Rainy,27.3,None
TXN_002387,2024-02-14,West,Pune,Supermarket,Off-Trade,Independent Store,Budweiser,650,Can,0,None,0.033,1.043,65,200.12,13007.63,12579.15,101,44,0,Sunny,,None
TXN_002388,2024-03-15,West,Surat,Supermarket,Off-Trade,HoReCa,Heineken,650,Can,1,Digital_Coupon,0.053,1.019,79,219.05,17304.59,16387.62,126,42,0,Rainy,28.8,None
TXN_002389,2024-01-01,East,Patna,Supermarket,Off-Trade,Independent Store,Heineken,650,Bottle,0,None,0.024,1.05,37,213.44,7897.32,7711.39,62,26,0,,29.6,None
TXN_002390,2024-09-13,South,Bengaluru,Hypermarket,Off-Trade,Independent Store,Local_Brand_B,650,Can,0,None,0.026,1.024,27,139.65,3770.64,3673.37,51,23,0,Sunny,29.0,None
TXN_002391,2024-11-13,West,Pune,E-commerce,Off-Trade,Retail Chain,Local_Brand_B,500,Bottle,1,Digital_Coupon,0.1,0.99,53,134.69,7138.68,6427.16,84,33,0,Sunny,30.9,None
TXN_002392,2024-03-16,East,Patna,Bar/Restaurant,On-Trade,Retail Chain,Kingfisher,650,Can,0,None,0.004,0.975,57,185.84,10592.95,10550.03,82,24,0,Cloudy,27.9,Sports_Event
TXN_002393,2024-08-12,North,Delhi,Supermarket,Off-Trade,Independent Store,Heineken,650,Can,0,None,0.019,1.045,20,204.2,4083.94,4008.32,39,14,0,Cool,23.0,None
TXN_002394,2024-10-08,West,Mumbai,Convenience Store,Off-Trade,HoReCa,Local_Brand_B,330,Bottle,0,None,0.036,1.111,38,112.53,4276.06,4121.69,57,21,0,Sunny,28.1,Long_Weekend
TXN_002395,2024-12-25,North,Delhi,Hypermarket,Off-Trade,Modern Trade,Budweiser,650,Can,0,None,0.006,0.958,42,192.63,8090.27,8044.9,57,15,0,Humid,27.7,None
TXN_002396,2024-05-20,North,Lucknow,Convenience Store,Off-Trade,HoReCa,Kingfisher,330,Draft,0,None,0.003,0.964,39,151.94,5925.64,5906.59,70,27,0,Sunny,25.4,Festival
TXN_002397,2024-03-25,North,Jaipur,Hypermarket,Off-Trade,Independent Store,Heineken,500,Can,0,None,0.032,1.021,54,183.02,9883.24,9570.78,68,16,0,Sunny,,None
TXN_002398,2024-02-27,West,Pune,E-commerce,Off-Trade,Independent Store,Local_Brand_B,1000,Can,1,Bundle,0.209,0.94,41,185.72,7614.56,6022.67,80,45,0,Sunny,30.4,Sports_Event
TXN_002399,2024-05-08,North,Delhi,Supermarket,Off-Trade,Modern Trade,Budweiser,1000,Keg,1,Price_Off,0.081,1.009,45,243.8,10970.81,10083.44,81,31,0,Rainy,26.9,None
TXN_002400,2024-06-24,North,Jaipur,Hypermarket,Off-Trade,Independent Store,Budweiser,330,Can,0,None,0.01,0.89,88,159.92,14073.34,13936.81,129,41,0,,24.8,None
TXN_002401,2024-06-26,West,Surat,Bar/Restaurant,On-Trade,Retail Chain,Local_Brand_A,330,Draft,0,None,0.027,0.978,39,129.56,5052.74,4915.77,71,34,0,Humid,26.0,None
TXN_002402,2024-04-16,North,Lucknow,Supermarket,Off-Trade,HoReCa,Kingfisher,500,Can,1,Digital_Coupon,0.266,,18,169.6,3052.74,2241.0,30,8,0,Rainy,23.7,None
TXN_002403,2024-09-29,East,Bhubaneswar,Convenience Store,Off-Trade,Modern Trade,Heineken,1000,Draft,0,None,0.033,1.003,44,279.82,12311.89,11910.68,67,25,0,Sunny,28.0,Festival
TXN_002404,2024-08-27,North,Delhi,Supermarket,Off-Trade,Independent Store,Heineken,500,Keg,0,None,0.033,0.978,59,187.24,11047.18,10680.71,101,39,0,Sunny,26.5,None
TXN_002405,2024-03-29,South,Chennai,Convenience Store,Off-Trade,Retail Chain,Kingfisher,1000,Draft,1,Display,0.263,1.006,35,260.74,9125.91,6728.15,69,30,0,Cool,27.0,None
TXN_002406,2024-12-28,East,Bhubaneswar,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,330,Keg,0,None,0.017,1.04,48,107.02,5136.78,5047.27,72,23,0,Sunny,27.5,None
TXN_002407,2024-08-14,East,Patna,Supermarket,Off-Trade,Modern Trade,Kingfisher,1000,Can,0,None,0.032,1.016,30,234.55,7036.53,6808.34,46,15,0,Humid,26.3,None
TXN_002408,2024-04-20,East,Patna,Hypermarket,Off-Trade,Modern Trade,Budweiser,500,Can,1,Digital_Coupon,0.135,0.902,128,168.75,21599.75,18677.79,215,94,0,Sunny,28.1,None
TXN_002409,2024-06-13,North,Chandigarh,Supermarket,Off-Trade,Retail Chain,Local_Brand_B,500,Keg,0,None,0.018,1.114,56,138.81,7773.45,7636.52,84,32,0,Sunny,26.8,None
TXN_002410,2024-05-07,West,Mumbai,Convenience Store,Off-Trade,Modern Trade,Kingfisher,330,Draft,1,Price_Off,0.29,1.031,71,161.4,11459.17,8137.99,136,64,0,Sunny,,Long_Weekend
TXN_002411,2024-06-02,North,Chandigarh,Supermarket,Off-Trade,Modern Trade,Budweiser,1000,Bottle,0,None,0.008,0.926,71,255.72,18155.94,18009.45,88,25,0,Cloudy,26.1,Sports_Event
TXN_002412,2024-11-27,South,Hyderabad,Supermarket,Off-Trade,Modern Trade,Heineken,1000,Keg,0,None,0.033,1.029,63,276.26,17404.37,16822.23,114,51,0,Humid,28.2,Concert
TXN_002413,2024-06-16,West,Surat,Supermarket,Off-Trade,Retail Chain,Kingfisher,500,Can,1,Bundle,0.071,0.982,41,162.06,6644.45,6174.33,67,34,0,Sunny,29.8,None
TXN_002414,2024-09-25,North,Lucknow,Bar/Restaurant,On-Trade,Modern Trade,Heineken,330,Keg,1,Digital_Coupon,0.258,1.017,84,154.2,12953.11,9605.28,139,51,0,Sunny,23.1,None
TXN_002415,2024-12-05,North,Lucknow,Hypermarket,Off-Trade,Independent Store,Budweiser,1000,Bottle,0,None,0.02,0.959,40,245.1,9803.88,9604.72,72,27,0,Rainy,23.5,None
TXN_002416,2024-02-10,South,Bengaluru,Supermarket,Off-Trade,Independent Store,Heineken,330,Bottle,1,Price_Off,0.155,1.028,57,158.14,9013.92,7619.46,85,30,0,Rainy,25.3,None
TXN_002417,2024-08-09,South,Chennai,Hypermarket,Off-Trade,Retail Chain,Budweiser,650,Keg,1,Digital_Coupon,0.198,0.898,182,193.3,35180.59,28224.69,265,83,0,Sunny,28.4,Concert
TXN_002418,2024-12-31,South,Hyderabad,Supermarket,Off-Trade,Retail Chain,Local_Brand_A,330,Can,0,None,0.048,1.135,64,118.61,7591.2,7226.85,97,42,0,Rainy,24.8,Sports_Event
TXN_002419,2024-03-03,North,Delhi,Supermarket,Off-Trade,Independent Store,Kingfisher,500,Bottle,0,None,0.021,1.0,74,163.04,12064.6,11815.71,97,26,0,Cloudy,27.5,Festival
TXN_002420,2024-02-01,North,Chandigarh,Bar/Restaurant,On-Trade,Independent Store,Local_Brand_B,330,Keg,1,Display,0.096,1.076,85,113.4,9638.91,8714.81,135,49,0,Cool,24.4,None
TXN_002421,2024-06-09,East,Guwahati,Convenience Store,Off-Trade,Independent Store,Budweiser,500,Draft,0,None,0.019,1.117,51,187.97,9586.65,9399.95,67,15,0,,28.2,Sports_Event
TXN_002422,2024-03-19,North,Jaipur,Supermarket,Off-Trade,Retail Chain,Local_Brand_B,650,Can,1,Bundle,0.067,0.971,48,142.57,6843.35,6386.46,75,31,0,Humid,27.7,None
TXN_002423,2024-05-11,North,Lucknow,Hypermarket,Off-Trade,Modern Trade,Heineken,1000,Bottle,0,None,0.021,0.922,75,266.41,19980.55,19552.73,122,55,0,Sunny,26.1,None
TXN_002424,2024-12-16,North,Delhi,Supermarket,Off-Trade,Independent Store,Local_Brand_B,330,Bottle,1,Display,0.29,0.919,17,108.95,1852.12,1314.56,34,22,0,Sunny,27.1,None
TXN_002425,2024-02-20,West,Ahmedabad,Hypermarket,Off-Trade,Independent Store,Kingfisher,500,Bottle,1,Bundle,0.29,1.104,99,169.67,16797.15,11924.85,171,69,0,Rainy,27.1,None
TXN_002426,2024-05-22,West,Surat,Supermarket,Off-Trade,Independent Store,Kingfisher,330,Bottle,1,Price_Off,0.13,1.016,36,144.31,5195.28,4522.46,55,27,0,Sunny,30.2,None
TXN_002427,2024-10-29,West,Surat,Convenience Store,Off-Trade,Modern Trade,Budweiser,500,Bottle,0,None,0.022,0.892,27,172.43,4655.55,4552.06,42,16,0,Sunny,31.1,None
TXN_002428,2024-12-05,West,Surat,Hypermarket,Off-Trade,Retail Chain,Local_Brand_A,1000,Can,0,None,0.018,0.962,83,202.57,16813.66,16519.1,161,82,0,Cloudy,30.3,Concert
TXN_002429,2024-04-06,North,Delhi,Supermarket,Off-Trade,Independent Store,Heineken,500,Bottle,0,None,0.042,1.01,22,179.07,3939.55,3774.07,35,17,0,Rainy,22.4,Concert
TXN_002430,2024-05-25,West,Surat,Supermarket,Off-Trade,Independent Store,Kingfisher,500,Bottle,0,None,0.005,1.011,54,164.35,8874.71,8831.57,89,30,0,Rainy,29.0,None
TXN_002431,2024-10-21,South,Hyderabad,Convenience Store,Off-Trade,Independent Store,Local_Brand_A,1000,Can,0,None,0.038,0.994,9,202.54,1822.82,1753.28,19,18,0,Sunny,28.8,Concert
TXN_002432,2024-03-14,West,Pune,Supermarket,Off-Trade,Modern Trade,Budweiser,650,Can,1,Price_Off,0.211,1.055,37,201.21,7444.64,5873.0,59,29,0,Cloudy,31.1,None
TXN_002433,2024-05-10,West,Surat,Supermarket,Off-Trade,Independent Store,Kingfisher,500,Keg,0,None,0.039,1.121,63,164.05,10335.16,9933.6,92,30,0,Rainy,29.1,Sports_Event
TXN_002434,2024-08-13,West,Surat,Supermarket,Off-Trade,Independent Store,Local_Brand_B,650,Bottle,1,Display,0.072,1.167,45,147.91,6655.96,6174.67,69,33,0,Cloudy,31.9,None
TXN_002435,2024-01-25,West,Mumbai,E-commerce,Off-Trade,Retail Chain,Budweiser,500,Draft,0,None,0.022,1.007,38,193.99,7371.7,7211.67,67,36,0,Sunny,30.4,Festival
TXN_002436,2024-06-29,East,Patna,Hypermarket,Off-Trade,Retail Chain,Kingfisher,500,Keg,0,None,0.022,1.097,94,158.88,14934.31,14609.14,181,89,0,Sunny,27.9,None
TXN_002437,2024-02-17,East,Patna,Hypermarket,Off-Trade,Modern Trade,Local_Brand_B,330,Draft,0,None,0.003,1.099,71,124.9,8868.08,8838.42,102,32,0,Rainy,24.9,Festival
TXN_002438,2024-09-07,West,Pune,Hypermarket,Off-Trade,Retail Chain,Local_Brand_A,650,Bottle,0,None,0.021,0.927,72,155.69,11209.57,10973.08,94,20,0,Rainy,27.5,None
TXN_002439,2024-07-31,South,Kochi,Supermarket,Off-Trade,Independent Store,Kingfisher,1000,Bottle,0,None,0.047,0.941,29,235.09,6817.53,6497.27,57,31,0,Rainy,26.5,None
TXN_002440,2024-09-27,North,Jaipur,E-commerce,Off-Trade,Modern Trade,Budweiser,330,Can,0,None,0.024,1.009,59,145.26,8570.32,8366.15,91,36,0,Cloudy,27.9,Long_Weekend
TXN_002441,2024-09-16,North,Jaipur,Bar/Restaurant,On-Trade,Retail Chain,Local_Brand_A,330,Can,1,Digital_Coupon,0.233,0.939,84,121.47,10203.55,7823.36,117,37,0,Rainy,24.7,None
